,year_built,tags,permalink,status,list_price,property_id,listing,primary_photo,sold_date,sold_price,lot_sqft,sqft,baths,garages,beds,postal_code,state,city
2298,1986.0,"['fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'high_ceiling', 'groundscare', 'shopping']",3766-N-39th-St_Boise_ID_83703_M21587-34321,sold,584900.0,2158734321,2961896400,https://ap.rdcpix.com/224070b22f46a591d541aab9180e8923l-m2997684316s-w1024_h768.jpg,2023-12-28,,6970.0,1576.0,2.0,2.0,3.0,83703,Idaho,Boise
2299,1997.0,"['carport', 'central_air', 'community_outdoor_space', 'dishwasher', 'family_room', 'forced_air', 'washer_dryer', 'single_story', 'modern_kitchen', 'open_kitchen', 'two_master_suites', 'master_suite', 'new_roof']",2290-S-Challenger-Ln-Apt-101_Boise_ID_83705_M15861-98753,sold,279900.0,1586198753,2958584123,https://ap.rdcpix.com/0113f0533677eb397c5bb666b4f82571l-m2826065748s-w1024_h768.jpg,2023-12-28,,,881.0,2.0,,2.0,83705,Idaho,Boise
2300,2012.0,"['central_air', 'dishwasher', 'forced_air', 'recreation_facilities', 'community_swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'tennis_court', 'open_house', 'tennis', 'hoa']",9417-W-Idlewood-Dr_Boise_ID_83709_M21949-17625,sold,377889.0,2194917625,2959970924,https://ap.rdcpix.com/7d577255960caf35c8ed3d905468e53al-m4068185343s-w1024_h768.jpg,2023-12-27,,6098.0,1402.0,2.0,2.0,3.0,83709,Idaho,Boise
2301,1993.0,"['central_air', 'den_or_office', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'spa_or_hot_tub', 'washer_dryer', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'modern_kitchen', 'open_kitchen', 'private_backyard', 'floor_plan', 'investment_opportunity']",11326-W-Hickory-Loop-Dr_Boise_ID_83713_M27839-89640,sold,600000.0,2783989640,2960559038,https://ap.rdcpix.com/8e1735045246ab3d26884c4e7ddeef37l-m2443188782s-w1024_h768.jpg,2023-12-26,,10454.0,2722.0,3.0,3.0,4.0,83713,Idaho,Boise
2302,1949.0,"['laundry_room', 'recreation_facilities', 'rv_or_boat_parking', 'garage_1_or_more', 'fenced_yard', 'floor_plan', 'corner_lot', 'rv_parking', 'big_lot', 'new_roof']",5904-W-Marvin-St_Boise_ID_83709_M16146-86654,sold,545000.0,1614686654,2961717788,https://ap.rdcpix.com/d26a6ca5c177659e1dab47594b91ed4fl-m2318731487s-w1024_h768.jpg,2023-12-26,,13504.0,2076.0,3.0,1.0,5.0,83709,Idaho,Boise
2303,,,1290-N-Five-Mile-Rd_Boise_ID_83713_M98212-19396,sold,499900.0,9821219396,2959646668,https://ap.rdcpix.com/2870a5de10de0cd010b974d9ed61f0e0l-m1899827982s-w1024_h768.jpg,2023-12-22,,37897.0,,0.0,,,83713,Idaho,Boise
2304,1985.0,"['dishwasher', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'efficient', 'new_roof', 'park']",5786-W-Filly-St_Boise_ID_83703_M20432-34724,sold,363000.0,2043234724,2961574756,https://ap.rdcpix.com/50f5aceeb7d7baa5ea59cdc69e12eeael-m282814974s-w1024_h768.jpg,2023-12-22,,7841.0,756.0,1.0,2.0,2.0,83703,Idaho,Boise
2305,2021.0,"['carport', 'central_air', 'city_view', 'community_outdoor_space', 'dishwasher', 'recreation_facilities', 'view', 'washer_dryer', 'community_swimming_pool', 'single_story', 'fenced_yard', 'floor_plan']",8639-W-Irving-Ln_Boise_ID_83704_M90652-39627,sold,149900.0,9065239627,2960739286,https://ap.rdcpix.com/e72a0c319bd89a8bdb03b7ebc678cf69l-m3890520825s-w1024_h768.jpg,2023-12-22,,,1100.0,2.0,,3.0,83704,Idaho,Boise
2306,2012.0,"['central_air', 'dishwasher', 'energy_efficient', 'forced_air', 'recreation_facilities', 'community_swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'basketball_court', 'floor_plan', 'master_suite', 'tennis_court', 'investment_opportunity', 'playground', 'tennis', 'volleyball', 'basketball']",7251-S-Acacia-Ave_Boise_ID_83709_M27960-05385,sold,380000.0,2796005385,2961583956,https://ap.rdcpix.com/71d02f5e7195058a0c39b0640fec8a54l-m1552743301s-w1024_h768.jpg,2024-01-12,,6839.0,1481.0,2.0,2.0,3.0,83709,Idaho,Boise
2307,1971.0,"['central_air', 'forced_air', 'single_story', 'garage_1_or_more', 'rv_parking', 'greenbelt']",3909-W-Taft-St_Boise_ID_83703_M20245-90929,sold,475000.0,2024590929,2960774166,https://ap.rdcpix.com/181af07e32546fe26e51c163a9473236l-m1143625363s-w1024_h768.jpg,2024-01-12,,6098.0,1502.0,2.0,1.0,3.0,83703,Idaho,Boise
2308,2002.0,"['central_air', 'den_or_office', 'dining_room', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'recreation_facilities', 'community_swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'fenced_yard', 'vaulted_ceiling', 'jack_and_jill_bathroom', 'farm', 'ranch', 'park', 'trails', 'greenbelt', 'shopping']",5126-E-Bandsaw-St_Boise_ID_83716_M11051-54223,sold,850000.0,1105154223,2960134214,https://ap.rdcpix.com/e657ed0a885a3404b34c3635e0bb623fl-m1582237789s-w1024_h768.jpg,2024-01-12,,7884.0,2350.0,4.0,3.0,3.0,83716,Idaho,Boise
2309,1964.0,"['central_air', 'city_view', 'community_outdoor_space', 'dishwasher', 'senior_community', 'view', 'single_story', 'garage_1_or_more', 'rental_property', 'efficient', 'farm', 'shopping']",200-N-3rd-St-Apt-1004_Boise_ID_83702_M21405-73915,sold,520000.0,2140573915,2958239819,https://ap.rdcpix.com/6ee2038c04e22a199fa7c2d5e4251ea8l-m411844934s-w1024_h768.jpg,2024-01-11,,,973.0,1.0,,2.0,83702,Idaho,Boise
2310,1920.0,"['central_air', 'city_view', 'forced_air', 'recreation_facilities', 'rv_or_boat_parking', 'spa_or_hot_tub', 'view', 'single_story', 'big_lot', 'river_access', 'trails', 'greenbelt', 'shopping']",5546-Gary-Ln_Boise_ID_83714_M14629-67282,sold,310000.0,1462967282,2960907394,https://ap.rdcpix.com/1d8c1dc056df62573eb1568a469cb50al-m3862883603s-w1024_h768.jpg,2024-01-11,,7841.0,1276.0,1.0,,3.0,83714,Idaho,Boise
2311,1950.0,"['central_air', 'dishwasher', 'family_room', 'forced_air', 'hardwood_floors', 'basement', 'single_story', 'garage_1_or_more', 'rental_property']",17-N-Garden-St_Boise_ID_83706_M11517-53618,sold,344900.0,1151753618,2962332543,https://ap.rdcpix.com/4bf9ce57fc7163786edb32edd4b014bbl-m2457734468s-w1024_h768.jpg,2024-01-11,,7841.0,1207.0,1.0,1.0,3.0,83706,Idaho,Boise
2312,1979.0,"['central_air', 'cul_de_sac', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'recreation_facilities', 'spa_or_hot_tub', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'gourmet_kitchen', 'basketball_court', 'floor_plan', 'master_suite', 'tennis_court', 'park', 'golf_course', 'tennis', 'basketball', 'trails', 'greenbelt', 'views']",278-S-Mobley-Ln_Boise_ID_83712_M11788-14990,sold,665000.0,1178814990,2962717680,https://ap.rdcpix.com/707d2779e53054071999cd2320226298l-m2524087222s-w1024_h768.jpg,2024-01-10,,3485.0,2660.0,5.0,2.0,3.0,83712,Idaho,Boise
2313,2005.0,"['central_air', 'den_or_office', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'ensuite', 'mountain_view', 'park', 'greenbelt']",4208-E-Trekker-Rim-Dr_Boise_ID_83716_M13807-09975,sold,625000.0,1380709975,2962084957,https://ap.rdcpix.com/3c2a0243a939a4b96e4f13aa56b8f843l-m2905461316s-w1024_h768.jpg,2024-01-10,,4487.0,3314.0,6.0,2.0,4.0,83716,Idaho,Boise
2314,2019.0,"['central_air', 'community_outdoor_space', 'dishwasher', 'fireplace', 'forced_air', 'recreation_facilities', 'view', 'community_swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'gourmet_kitchen', 'high_ceiling', 'coffer_ceiling', 'floor_plan', 'master_suite', 'farm', 'ranch', 'mountain_view', 'park', 'trails', 'views']",12068-N-19th-Ave_Boise_ID_83714_M94245-47479,sold,899000.0,9424547479,2959501717,https://ap.rdcpix.com/1da9f4286a3c211471f215635d1e4c00l-m2994345525s-w1024_h768.jpg,2024-01-10,,12153.0,2690.0,3.0,3.0,4.0,83714,Idaho,Boise
2315,2000.0,"['central_air', 'dishwasher', 'fireplace', 'forced_air', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'private_backyard', 'groundscare', 'shopping']",13500-W-Telemark-St_Boise_ID_83713_M15608-85732,sold,575000.0,1560885732,2960861120,https://ap.rdcpix.com/1998e37e21fa424518e79a80f9ce897el-m1843401190s-w1024_h768.jpg,2024-01-08,,10454.0,2664.0,5.0,3.0,4.0,83713,Idaho,Boise
2316,2012.0,"['central_air', 'community_outdoor_space', 'community_security_features', 'den_or_office', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'recreation_facilities', 'community_swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'vaulted_ceiling', 'ensuite', 'clubhouse', 'groundscare', 'maintenance']",2854-N-Cloverdale-Rd_Boise_ID_83713_M22369-26337,sold,464900.0,2236926337,2959676498,https://ap.rdcpix.com/6166776faf912b75945aa45e1c2a9b92l-m643162485s-w1024_h768.jpg,2024-01-08,,,1639.0,2.0,2.0,3.0,83713,Idaho,Boise
2317,1979.0,"['central_air', 'dishwasher', 'fireplace', 'forced_air', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'waterfront', 'park', 'groundscare']",1789-E-Gloucester-St_Boise_ID_83706_M13476-94276,sold,399000.0,1347694276,2962342291,https://ap.rdcpix.com/aa508aa2b17add18aa2737694c13bec8l-m2294793879s-w1024_h768.jpg,2024-01-08,,6970.0,1346.0,2.0,2.0,2.0,83706,Idaho,Boise
2318,1993.0,"['carport', 'central_air', 'community_outdoor_space', 'corner_lot', 'dishwasher', 'forced_air', 'recreation_facilities', 'rv_or_boat_parking', 'single_story', 'modern_kitchen', 'large_kitchen', 'vaulted_ceiling', 'master_bedroom', 'open_floor_plan', 'floor_plan', 'big_lot']",502-Driftwood-Rd_Boise_ID_83713_M92431-57517,sold,120000.0,9243157517,2961990774,https://ap.rdcpix.com/3c6feeaacfff2d8022f2ccba66647cccl-m77533400s-w1024_h768.jpg,2024-01-06,,,1600.0,2.0,,3.0,83713,Idaho,Boise
2319,2023.0,"['city_view', 'fireplace', 'laundry_room', 'view', 'washer_dryer', 'garage_1_or_more', 'garage_2_or_more', 'floor_plan', 'rental_property', 'efficient', 'ensuite', 'investment_opportunity']",1752-S-Latah-St_Boise_ID_83705_M97857-59148,sold,535000.0,9785759148,2961073259,https://ap.rdcpix.com/0d2f7114a02c2c481f72c1e843717e2el-m138872701s-w1024_h768.jpg,2024-01-05,,3485.0,1732.0,4.0,2.0,4.0,83705,Idaho,Boise
2320,1981.0,"['central_air', 'community_golf', 'community_outdoor_space', 'dishwasher', 'fireplace', 'golf_course_lot_or_frontage', 'golf_course_view', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'view', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'golf_course', 'greenbelt', 'hoa', 'maintenance', 'shopping']",3541-N-Plantation-River-Dr_Garden-City_ID_83703_M20241-81004,sold,589900.0,2024181004,2959840878,https://ap.rdcpix.com/265501e80d60a6e81fc9b6c81f2649f8l-m2411337218s-w1024_h768.jpg,2024-01-05,,1742.0,1930.0,4.0,2.0,3.0,83703,Idaho,Garden City
2321,1962.0,"['fireplace', 'forced_air', 'single_story', 'garage_1_or_more', 'master_bedroom', 'shopping']",1818-N-Ancestor-Ave_Boise_ID_83704_M97580-21386,sold,365000.0,9758021386,2958941831,https://ap.rdcpix.com/e4e34165da7f817625323bf37b2d9bd4l-m4241242272s-w1024_h768.jpg,2024-01-05,,6970.0,1514.0,2.0,1.0,3.0,83704,Idaho,Boise
2322,1960.0,"['central_air', 'community_outdoor_space', 'cul_de_sac', 'den_or_office', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'spa_or_hot_tub', 'view', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'high_ceiling', 'master_suite', 'big_lot', 'clubhouse']",5105-W-Bel-Air-St_Boise_ID_83705_M12403-87528,sold,790000.0,1240387528,2957876983,https://ap.rdcpix.com/b717c87d77736bbfcee44d92dd07fd03l-m3934811446s-w1024_h768.jpg,2024-01-05,,13939.0,4631.0,3.0,2.0,4.0,83705,Idaho,Boise
2323,1972.0,"['central_air', 'dishwasher', 'fireplace', 'forced_air', 'recreation_facilities', 'rv_or_boat_parking', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'modern_kitchen', 'open_kitchen', 'ensuite', 'trails', 'groundscare']",3432-N-33rd-St_Boise_ID_83703_M20481-22706,sold,574000.0,2048122706,2958598749,https://ap.rdcpix.com/8db992e4c75ee4f541cfe9aa95c20a77l-m1280629848s-w1024_h768.jpg,2024-01-05,,6970.0,1512.0,2.0,2.0,3.0,83703,Idaho,Boise
2324,1999.0,"['carport', 'central_air', 'den_or_office', 'dining_room', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'open_floor_plan', 'floor_plan', 'new_roof', 'maintenance']",5854-N-Rosepoint-Pl_Boise_ID_83713_M21798-95079,sold,599900.0,2179895079,2960658532,https://ap.rdcpix.com/e6228d6372d12b4b711ef253774d90a3l-m4260025243s-w1024_h768.jpg,2024-01-05,,7841.0,2489.0,3.0,3.0,4.0,83713,Idaho,Boise
2325,1965.0,"['central_air', 'community_outdoor_space', 'dishwasher', 'forced_air', 'recreation_facilities', 'rv_or_boat_parking', 'view', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'rv_parking', 'greenbelt']",5310-W-Wylie-Ln_Boise_ID_83703_M22563-92612,sold,429990.0,2256392612,2962380622,https://ap.rdcpix.com/2f1e2deb2441137f9cfbc7a965c2775al-m1313060272s-w1024_h768.jpg,2024-01-04,,9583.0,1288.0,2.0,2.0,3.0,83703,Idaho,Boise
2326,1994.0,"['central_air', 'corner_lot', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'private_backyard', 'vaulted_ceiling', 'front_porch', 'solar_system', 'ensuite', 'solar_panels']",4583-N-Buckboard-Ave_Boise_ID_83713_M21743-09742,sold,475000.0,2174309742,2961691645,https://ap.rdcpix.com/f813b9e3b5a4311a79b5bf3783e8d4e3l-m2563194104s-w1024_h768.jpg,2024-01-03,,6970.0,1792.0,3.0,2.0,4.0,83713,Idaho,Boise
2327,1993.0,"['central_air', 'community_outdoor_space', 'community_security_features', 'corner_lot', 'cul_de_sac', 'den_or_office', 'dining_room', 'dishwasher', 'fireplace', 'forced_air', 'view', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'waterfront', 'gated_community', 'water_view', 'greenbelt', 'views', 'security']",9000-W-Woodglade-Ln_Boise_ID_83714_M25720-81337,sold,1200000.0,2572081337,2962108837,https://ap.rdcpix.com/91ac6aae27facf08c2832cfc0a8f33a3l-m3475110123s-w1024_h768.jpg,2024-01-03,,17424.0,2910.0,2.0,3.0,3.0,83714,Idaho,Garden City
2328,1974.0,"['carport', 'central_air', 'city_view', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'view', 'basement', 'single_story', 'garage_1_or_more', 'rental_property']",3006-W-Gerrard-St_Boise_ID_83703_M14266-29136,sold,599900.0,1426629136,2961488024,https://ap.rdcpix.com/867f4318bf467e3690836b45489f5027l-m3388102089s-w1024_h768.jpg,2024-01-03,,17860.0,2400.0,3.0,,5.0,83703,Idaho,Boise
2329,2015.0,"['central_air', 'community_outdoor_space', 'den_or_office', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'spa_or_hot_tub', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'gourmet_kitchen', 'vaulted_ceiling']",2003-2011-N-20th-St_Boise_ID_83702_M92107-80874,sold,2600000.0,9210780874,2961480706,https://ap.rdcpix.com/aca4935d894488423ecd7174668d7f0dl-m566534895s-w1024_h768.jpg,2024-01-03,,21736.0,5008.0,6.0,3.0,4.0,83702,Idaho,Boise
2330,1977.0,"['laundry_room', 'washer_dryer', 'garage_1_or_more']",1440-E-Shenandoah-Dr_Boise_ID_83712_M13326-20735,sold,895000.0,1332620735,2959690230,https://ap.rdcpix.com/3d8af86a9a9e80edad9fc59c8cb262cfl-m1752858512s-w1024_h768.jpg,2024-01-02,,13650.0,,4.0,,6.0,83712,Idaho,Boise
2331,1910.0,"['central_air', 'city_view', 'dishwasher', 'forced_air', 'view', 'single_story', 'high_ceiling', 'new_roof', 'trails']",3028-W-Jefferson-St_Boise_ID_83702_M26734-65520,sold,429500.0,2673465520,2960946049,https://ap.rdcpix.com/2107f1033c434cfb6037f91a628d21bel-m776077715s-w1024_h768.jpg,2024-01-02,,5663.0,1188.0,1.0,,2.0,83702,Idaho,Boise
2332,1986.0,"['central_air', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'recreation_facilities', 'rv_or_boat_parking', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'no_hoa', 'fruit_trees', 'rv_parking', 'big_lot', 'new_roof']",7899-W-Preece-Dr_Boise_ID_83704_M22868-98195,sold,449000.0,2286898195,2960732979,https://ap.rdcpix.com/a3a81370101c6db4dae6f5ec49e39b63l-m4217468638s-w1024_h768.jpg,2023-12-29,,21824.0,2032.0,2.0,2.0,5.0,83704,Idaho,Boise
2333,1959.0,"['city_view', 'view', 'single_story', 'rental_property', 'shopping']",6728-W-Fairview-Ave-Trlr-24_Boise_ID_83704_M95681-69233,sold,48000.0,9568169233,2961400237,https://ap.rdcpix.com/4becea432adfc9168374561ecdb45ec0l-m2574310570s-w1024_h768.jpg,2023-12-29,,,500.0,1.0,,2.0,83704,Idaho,Boise
2334,1994.0,"['central_air', 'community_outdoor_space', 'cul_de_sac', 'dishwasher', 'forced_air', 'recreation_facilities', 'community_swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'big_yard', 'vaulted_ceiling', 'floor_plan', 'front_porch', 'tennis_court', 'ensuite', 'clubhouse', 'golf_course', 'tennis', 'trails']",5733-S-Flax-Pl_Boise_ID_83716_M29319-76214,sold,395000.0,2931976214,2962522334,https://ap.rdcpix.com/37caadaa3ee65e242680b7f295830033l-m4017195400s-w1024_h768.jpg,2023-12-29,,6534.0,1120.0,2.0,2.0,3.0,83716,Idaho,Boise
2335,1955.0,"['fireplace', 'forced_air', 'single_story', 'garage_1_or_more', 'garage_2_or_more']",5216-W-Fairmont-St_Boise_ID_83706_M14324-90558,sold,235000.0,1432490558,2962806276,,2023-12-29,,8276.0,918.0,1.0,2.0,2.0,83706,Idaho,Boise
2336,1995.0,"['central_air', 'community_outdoor_space', 'corner_lot', 'dishwasher', 'forced_air', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'greenbelt', 'shopping']",7901-W-Pocono-St_Boise_ID_83714_M25077-08533,sold,424000.0,2507708533,2960306786,https://ap.rdcpix.com/efc2b2618649410fc59f9128e0379c24l-m2037642199s-w1024_h768.jpg,2023-12-28,,7100.0,1190.0,2.0,2.0,3.0,83714,Idaho,Boise
2337,2014.0,"['central_air', 'community_outdoor_space', 'corner_lot', 'den_or_office', 'dishwasher', 'fireplace', 'forced_air', 'recreation_facilities', 'view', 'community_swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'high_ceiling', 'big_lot', 'farm', 'ranch', 'mountain_view', 'park', 'golf_course', 'trails', 'greenbelt', 'shopping']",4068-E-Timbersaw-Dr_Boise_ID_83716_M25708-32177,sold,889000.0,2570832177,2958798078,https://ap.rdcpix.com/e39baad74a7e72326fe7c458892c2744l-m1541405092s-w1024_h768.jpg,2023-12-28,,8712.0,2293.0,2.0,3.0,4.0,83716,Idaho,Boise
2338,1932.0,"['central_air', 'corner_lot', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'groundscare']",1201-N-23rd-St_Boise_ID_83702_M23937-37206,sold,799000.0,2393737206,2958172968,https://ap.rdcpix.com/20becbb4f3f605862dd4ba7be20e28e9l-m3203315786s-w1024_h768.jpg,2023-12-28,,6534.0,3015.0,3.0,2.0,4.0,83702,Idaho,Boise
2339,1986.0,"['fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'high_ceiling', 'groundscare', 'shopping']",3766-N-39th-St_Boise_ID_83703_M21587-34321,sold,584900.0,2158734321,2961896400,https://ap.rdcpix.com/224070b22f46a591d541aab9180e8923l-m2997684316s-w1024_h768.jpg,2023-12-28,,6970.0,1576.0,2.0,2.0,3.0,83703,Idaho,Boise
2340,1997.0,"['carport', 'central_air', 'community_outdoor_space', 'dishwasher', 'family_room', 'forced_air', 'washer_dryer', 'single_story', 'modern_kitchen', 'open_kitchen', 'two_master_suites', 'master_suite', 'new_roof']",2290-S-Challenger-Ln-Apt-101_Boise_ID_83705_M15861-98753,sold,279900.0,1586198753,2958584123,https://ap.rdcpix.com/0113f0533677eb397c5bb666b4f82571l-m2826065748s-w1024_h768.jpg,2023-12-28,,,881.0,2.0,,2.0,83705,Idaho,Boise
2341,2012.0,"['central_air', 'dishwasher', 'forced_air', 'recreation_facilities', 'community_swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'tennis_court', 'open_house', 'tennis', 'hoa']",9417-W-Idlewood-Dr_Boise_ID_83709_M21949-17625,sold,377889.0,2194917625,2959970924,https://ap.rdcpix.com/7d577255960caf35c8ed3d905468e53al-m4068185343s-w1024_h768.jpg,2023-12-27,,6098.0,1402.0,2.0,2.0,3.0,83709,Idaho,Boise
2342,1993.0,"['central_air', 'den_or_office', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'spa_or_hot_tub', 'washer_dryer', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'modern_kitchen', 'open_kitchen', 'private_backyard', 'floor_plan', 'investment_opportunity']",11326-W-Hickory-Loop-Dr_Boise_ID_83713_M27839-89640,sold,600000.0,2783989640,2960559038,https://ap.rdcpix.com/8e1735045246ab3d26884c4e7ddeef37l-m2443188782s-w1024_h768.jpg,2023-12-26,,10454.0,2722.0,3.0,3.0,4.0,83713,Idaho,Boise
2343,1949.0,"['laundry_room', 'recreation_facilities', 'rv_or_boat_parking', 'garage_1_or_more', 'fenced_yard', 'floor_plan', 'corner_lot', 'rv_parking', 'big_lot', 'new_roof']",5904-W-Marvin-St_Boise_ID_83709_M16146-86654,sold,545000.0,1614686654,2961717788,https://ap.rdcpix.com/d26a6ca5c177659e1dab47594b91ed4fl-m2318731487s-w1024_h768.jpg,2023-12-26,,13504.0,2076.0,3.0,1.0,5.0,83709,Idaho,Boise
2344,,,1290-N-Five-Mile-Rd_Boise_ID_83713_M98212-19396,sold,499900.0,9821219396,2959646668,https://ap.rdcpix.com/2870a5de10de0cd010b974d9ed61f0e0l-m1899827982s-w1024_h768.jpg,2023-12-22,,37897.0,,0.0,,,83713,Idaho,Boise
2345,1985.0,"['dishwasher', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'efficient', 'new_roof', 'park']",5786-W-Filly-St_Boise_ID_83703_M20432-34724,sold,363000.0,2043234724,2961574756,https://ap.rdcpix.com/50f5aceeb7d7baa5ea59cdc69e12eeael-m282814974s-w1024_h768.jpg,2023-12-22,,7841.0,756.0,1.0,2.0,2.0,83703,Idaho,Boise
2346,2021.0,"['carport', 'central_air', 'city_view', 'community_outdoor_space', 'dishwasher', 'recreation_facilities', 'view', 'washer_dryer', 'community_swimming_pool', 'single_story', 'fenced_yard', 'floor_plan']",8639-W-Irving-Ln_Boise_ID_83704_M90652-39627,sold,149900.0,9065239627,2960739286,https://ap.rdcpix.com/e72a0c319bd89a8bdb03b7ebc678cf69l-m3890520825s-w1024_h768.jpg,2023-12-22,,,1100.0,2.0,,3.0,83704,Idaho,Boise
2347,,,920-S-Roosevelt-St_Boise_ID_83705_M24328-29483,sold,599000.0,2432829483,2956826961,https://ap.rdcpix.com/229ea0f191b40fb89731a37c9553c054l-m853169577s-w1024_h768.jpg,2023-12-22,,25700.0,,0.0,,,83705,Idaho,Boise
2348,2016.0,['rental_property'],57-Castings-Rd-BV57_Springfield_IL_62707_M93957-16123,sold,32900.0,9395716123,2959204204,https://ap.rdcpix.com/e79d498309b03b20d5042a9e45bb2b1al-m3028042374s-w1024_h768.jpg,2024-01-02,32900.0,,,2.0,,3.0,62707,Illinois,Springfield
2349,,,3501-Old-Jacksonville-Rd_Springfield_IL_62711_M96274-77899,sold,,9627477899,,,2023-12-27,27065000.0,,,0.0,,,62711,Illinois,Springfield
2350,1997.0,['rental_property'],110-Delta-Dawn-BV110_Springfield_IL_62707_M95572-43180,sold,12900.0,9557243180,2943169271,https://ap.rdcpix.com/54198f23869b28cf76ba44828781436cl-m2919807790s-w1024_h768.jpg,2023-12-21,12900.0,,,2.0,,3.0,62707,Illinois,Springfield
2351,1997.0,"['central_air', 'den_or_office', 'dishwasher', 'lake_view', 'recreation_facilities', 'view', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'outbuilding', 'pond', 'new_roof']",4464-Tolliver-Rd_Springfield_IL_62702_M92706-37132,sold,525000.0,9270637132,2962635961,https://ap.rdcpix.com/edc07d15e1ba4f06e0578a510f2841dbl-m651720871s-w1024_h768.jpg,2023-12-19,512000.0,443441.0,2762.0,2.0,,4.0,62702,Illinois,Springfield
2352,1986.0,"['community_outdoor_space', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'farm', 'ranch']",8200-Hunt-Rd_Springfield_IL_62712_M83995-54728,sold,240000.0,8399554728,2961797365,https://ap.rdcpix.com/11e0f1a67a60cda92463748dd7f633e6l-m3445399604s-w1024_h768.jpg,2023-12-18,240000.0,11238.0,1470.0,2.0,2.0,3.0,62712,Illinois,Springfield
2353,2015.0,['rental_property'],122-Delta-Dawn-BV122_Springfield_IL_62707_M94618-04358,sold,29900.0,9461804358,2959897655,https://ap.rdcpix.com/27f17c7be7e33c23ab716e3fe752e177l-m11096085s-w1024_h768.jpg,2023-12-14,29900.0,,,2.0,,3.0,62707,Illinois,Springfield
2354,,"['central_air', 'family_room', 'laundry_room', 'basement', 'single_story', 'garage_1_or_more']",2008-Stanhope-Rd_Springfield_IL_62702_M85491-51593,sold,154900.0,8549151593,2961027941,https://ap.rdcpix.com/fef63e6c1bc7fe25393fd31b3e88ee38l-m3682889882s-w1024_h768.jpg,2023-12-07,155000.0,5968.0,1280.0,2.0,1.0,3.0,62702,Illinois,Springfield
